"rt","response_timestamp","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","PROLIFIC_PID","STUDY_ID","SESSION_ID","prolific_id","realtime","view_history","question_order","consent","success","question_id","eventType","responses","item_order","radio_event_ids","radio_event_times","key_event_times","mouse_event_times","straightlining","zigzagging","honeypot"
"1664","1752052323379","<p style='font-size:40px;line-height:1.25'><strong>Welcome to the experiment!</strong></p><p style='font-size:1.1em;line-height:1.25'>Thank you for your interest in our experiment! Before you begin, it is important that we obtain your informed consent to participate in the study.</p><p style='font-size:1.1em;line-height:1.25'>On the next screen will be an <strong>information sheet</strong> for you to read. To participate in the study we need you to read this information sheet and the following consent form carefully. If you agree with all the statements, please click the <strong>I agree</strong> button.</p><p style='font-size:1.1em;line-height:1.25'>Press <strong>Next</strong> to read the information sheet.</p>","0","custom-html-button-response","0","1677","0.0-0.0","169","1","2025-07-09 09:12:00","7701e855f2ef39aa3fd6c71abdc6918a","41.150.35.131","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","WebKit","Chrome","139.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7","6737881c7a2963fe09c0b1a8","686d226cabeef709c732f8e1","686e314adbba7c7f4b64648a","6737881c7a2963fe09c0b1a8","2025-07-09T09:12:03.390Z","","","","","","","","","","","","","","",""
"12112","","","","instructions","1","13814","0.0-1.0","169","1","2025-07-09 09:12:00","7701e855f2ef39aa3fd6c71abdc6918a","41.150.35.131","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","WebKit","Chrome","139.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7","6737881c7a2963fe09c0b1a8","686d226cabeef709c732f8e1","686e314adbba7c7f4b64648a","6737881c7a2963fe09c0b1a8","","[{""page_index"":0,""viewing_time"":7886},{""page_index"":1,""viewing_time"":4222}]","","","","","","","","","","","","","",""
"7010","","","{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":"""",""Q5"":"""",""Q6"":""I agree""}","survey-multi-choice","2","20853","0.0-2.0","169","1","2025-07-09 09:12:00","7701e855f2ef39aa3fd6c71abdc6918a","41.150.35.131","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","WebKit","Chrome","139.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7","6737881c7a2963fe09c0b1a8","686d226cabeef709c732f8e1","686e314adbba7c7f4b64648a","6737881c7a2963fe09c0b1a8","","","[0,1,2,3,4,5,6]","true","","","","","","","","","","","",""
"15691","","","","fullscreen","3","37565","0.0-4.0","169","1","2025-07-09 09:12:00","7701e855f2ef39aa3fd6c71abdc6918a","41.150.35.131","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","WebKit","Chrome","139.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7","6737881c7a2963fe09c0b1a8","686d226cabeef709c732f8e1","686e314adbba7c7f4b64648a","6737881c7a2963fe09c0b1a8","","","","","true","","","","","","","","","","",""
"4900","1752052364182"," <p style='font-size:1.1em;line-height:1.25'>Thank you for completing the consent form and closing all other tabs.</p><p style='font-size:1.1em;line-height:1.25'>We will now invite you to fill in some demographic information and questionnaires, before starting the game.<br>This will take about 5 minutes.<br></p><p style='font-size:1.1em;line-height:1.25'>Press the <strong>Next</strong> button to continue.</p>","0","custom-html-button-response","4","42474","0.0-5.0","169","1","2025-07-09 09:12:00","7701e855f2ef39aa3fd6c71abdc6918a","41.150.35.131","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","WebKit","Chrome","139.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7","6737881c7a2963fe09c0b1a8","686d226cabeef709c732f8e1","686e314adbba7c7f4b64648a","6737881c7a2963fe09c0b1a8","2025-07-09T09:12:44.185Z","","","","","","","","","","","","","","",""
"3953","","","{""age"":""6737881c7a2963fe09c0b1a8""}","survey-text","5","46443","0.0-6.0-0.0","169","1","2025-07-09 09:12:00","7701e855f2ef39aa3fd6c71abdc6918a","41.150.35.131","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","WebKit","Chrome","139.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7","6737881c7a2963fe09c0b1a8","686d226cabeef709c732f8e1","686e314adbba7c7f4b64648a","6737881c7a2963fe09c0b1a8","","","","","","0","demographics","","","","","","","","",""
"2597","","","{""gender_identity"":""female/woman""}","survey-multi-choice","6","49048","0.0-6.0-1.0","169","1","2025-07-09 09:12:00","7701e855f2ef39aa3fd6c71abdc6918a","41.150.35.131","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","WebKit","Chrome","139.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7","6737881c7a2963fe09c0b1a8","686d226cabeef709c732f8e1","686e314adbba7c7f4b64648a","6737881c7a2963fe09c0b1a8","","","[0]","","","1","demographics","","","","","","","","",""
"2480","","","{""assigned_sex"":""female""}","survey-multi-choice","7","51536","0.0-6.0-2.0","169","1","2025-07-09 09:12:00","7701e855f2ef39aa3fd6c71abdc6918a","41.150.35.131","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","WebKit","Chrome","139.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7","6737881c7a2963fe09c0b1a8","686d226cabeef709c732f8e1","686e314adbba7c7f4b64648a","6737881c7a2963fe09c0b1a8","","","[0]","","","2","demographics","","","","","","","","",""
"5373","","","{""menstrual_cycle"":""Yes""}","survey-multi-choice","8","56918","0.0-6.0-3.0","169","1","2025-07-09 09:12:00","7701e855f2ef39aa3fd6c71abdc6918a","41.150.35.131","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","WebKit","Chrome","139.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7","6737881c7a2963fe09c0b1a8","686d226cabeef709c732f8e1","686e314adbba7c7f4b64648a","6737881c7a2963fe09c0b1a8","","","[0]","","","4","demographics","","","","","","","","",""
"3509","","","{""education"":""Bachelor's Degree (e.g., BA)""}","survey-multi-choice","9","60437","0.0-6.0-4.0","169","1","2025-07-09 09:12:00","7701e855f2ef39aa3fd6c71abdc6918a","41.150.35.131","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36","WebKit","Chrome","139.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-GB;q=0.9,en-US;q=0.8,en;q=0.7","6737881c7a2963fe09c0b1a8","686d226cabeef709c732f8e1","686e314adbba7c7f4b64648a","6737881c7a2963fe09c0b1a8","","","[0]","","","5","demographics","","","","","","","","",""
