"rt","response_timestamp","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","PROLIFIC_PID","STUDY_ID","SESSION_ID","prolific_id","realtime","view_history","question_order","consent","success","question_id","eventType","responses","item_order","radio_event_ids","radio_event_times","key_event_times","mouse_event_times","straightlining","zigzagging","honeypot","which_type","canvas_config","goals_layout","control_level","trial_number","tutorial_trial_number","trial_start_time","phase1_start_time","phase2_start_time","phase3_start_time","goal_1_value","goal_1_distance","goal_2_value","goal_2_distance","goal_selected","outcome","outcome_total","participant_final_score","participant_initial_score","participant_final_score_prop","goal_choice_rt","allocated_time","allocated_time_remaining","goal_direction","counts","mouse_movements","key_presses","correct"
"9839","1752052266835","<p style='font-size:40px;line-height:1.25'><strong>Welcome to the experiment!</strong></p><p style='font-size:1.1em;line-height:1.25'>Thank you for your interest in our experiment! Before you begin, it is important that we obtain your informed consent to participate in the study.</p><p style='font-size:1.1em;line-height:1.25'>On the next screen will be an <strong>information sheet</strong> for you to read. To participate in the study we need you to read this information sheet and the following consent form carefully. If you agree with all the statements, please click the <strong>I agree</strong> button.</p><p style='font-size:1.1em;line-height:1.25'>Press <strong>Next</strong> to read the information sheet.</p>","0","custom-html-button-response","0","9848","0.0-0.0","160","1","2025-07-09 09:10:55","7701e855f2ef39aa3fd6c71abdc6918a","105.245.36.208","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","66bb2110c5672f09961feed2","686d226cabeef709c732f8e1","686e313fb7644afb602703a4","66bb2110c5672f09961feed2","2025-07-09T09:11:06.840Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46343","","","","instructions","1","56214","0.0-1.0","160","1","2025-07-09 09:10:55","7701e855f2ef39aa3fd6c71abdc6918a","105.245.36.208","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","66bb2110c5672f09961feed2","686d226cabeef709c732f8e1","686e313fb7644afb602703a4","66bb2110c5672f09961feed2","","[{""page_index"":0,""viewing_time"":10789},{""page_index"":1,""viewing_time"":35550}]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6433","","","{""Q0"":"""",""Q1"":"""",""Q2"":"""",""Q3"":"""",""Q4"":"""",""Q5"":"""",""Q6"":""I agree""}","survey-multi-choice","2","62681","0.0-2.0","160","1","2025-07-09 09:10:55","7701e855f2ef39aa3fd6c71abdc6918a","105.245.36.208","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","66bb2110c5672f09961feed2","686d226cabeef709c732f8e1","686e313fb7644afb602703a4","66bb2110c5672f09961feed2","","","[0,1,2,3,4,5,6]","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17853","","","","fullscreen","3","81558","0.0-4.0","160","1","2025-07-09 09:10:55","7701e855f2ef39aa3fd6c71abdc6918a","105.245.36.208","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","66bb2110c5672f09961feed2","686d226cabeef709c732f8e1","686e313fb7644afb602703a4","66bb2110c5672f09961feed2","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17332","1752052355884"," <p style='font-size:1.1em;line-height:1.25'>Thank you for completing the consent form and closing all other tabs.</p><p style='font-size:1.1em;line-height:1.25'>We will now invite you to fill in some demographic information and questionnaires, before starting the game.<br>This will take about 5 minutes.<br></p><p style='font-size:1.1em;line-height:1.25'>Press the <strong>Next</strong> button to continue.</p>","0","custom-html-button-response","4","98894","0.0-5.0","160","1","2025-07-09 09:10:55","7701e855f2ef39aa3fd6c71abdc6918a","105.245.36.208","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","66bb2110c5672f09961feed2","686d226cabeef709c732f8e1","686e313fb7644afb602703a4","66bb2110c5672f09961feed2","2025-07-09T09:12:35.886Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13346","","","{""age"":""21""}","survey-text","5","112250","0.0-6.0-0.0","160","1","2025-07-09 09:10:55","7701e855f2ef39aa3fd6c71abdc6918a","105.245.36.208","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","66bb2110c5672f09961feed2","686d226cabeef709c732f8e1","686e313fb7644afb602703a4","66bb2110c5672f09961feed2","","","","","","0","demographics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"16210","","","{""gender_identity"":""female/woman""}","survey-multi-choice","6","128465","0.0-6.0-1.0","160","1","2025-07-09 09:10:55","7701e855f2ef39aa3fd6c71abdc6918a","105.245.36.208","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","66bb2110c5672f09961feed2","686d226cabeef709c732f8e1","686e313fb7644afb602703a4","66bb2110c5672f09961feed2","","","[0]","","","1","demographics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6719","","","{""assigned_sex"":""female""}","survey-multi-choice","7","135187","0.0-6.0-2.0","160","1","2025-07-09 09:10:55","7701e855f2ef39aa3fd6c71abdc6918a","105.245.36.208","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","66bb2110c5672f09961feed2","686d226cabeef709c732f8e1","686e313fb7644afb602703a4","66bb2110c5672f09961feed2","","","[0]","","","2","demographics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7579","","","{""menstrual_cycle"":""No""}","survey-multi-choice","8","142770","0.0-6.0-3.0","160","1","2025-07-09 09:10:55","7701e855f2ef39aa3fd6c71abdc6918a","105.245.36.208","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","66bb2110c5672f09961feed2","686d226cabeef709c732f8e1","686e313fb7644afb602703a4","66bb2110c5672f09961feed2","","","[0]","","","4","demographics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18568","","","{""education"":""Higher National Certificate""}","survey-multi-choice","9","161343","0.0-6.0-4.0","160","1","2025-07-09 09:10:55","7701e855f2ef39aa3fd6c71abdc6918a","105.245.36.208","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","66bb2110c5672f09961feed2","686d226cabeef709c732f8e1","686e313fb7644afb602703a4","66bb2110c5672f09961feed2","","","[0]","","","5","demographics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11219","","","{""education"":""Higher National Diploma""}","survey-multi-choice","10","172567","0.0-6.0-5.0","160","1","2025-07-09 09:10:55","7701e855f2ef39aa3fd6c71abdc6918a","105.245.36.208","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","66bb2110c5672f09961feed2","686d226cabeef709c732f8e1","686e313fb7644afb602703a4","66bb2110c5672f09961feed2","2025-07-09T09:13:49.558Z","","[0]","","","6","demographics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43859","","","{""mental_health_condition"":""No"",""mental_health_treatment"":""No"",""psychiatric_medication"":""No""}","survey-text","11","216435","0.0-7.0-0.0","160","1","2025-07-09 09:10:55","7701e855f2ef39aa3fd6c71abdc6918a","105.245.36.208","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","66bb2110c5672f09961feed2","686d226cabeef709c732f8e1","686e313fb7644afb602703a4","66bb2110c5672f09961feed2","2025-07-09T09:14:33.427Z","","","","","1","mental_health","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19734","","","{""depression_history"":[""Yes""]}","survey-multi-select","12","236181","0.0-7.0-1.0","160","1","2025-07-09 09:10:55","7701e855f2ef39aa3fd6c71abdc6918a","105.245.36.208","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","66bb2110c5672f09961feed2","686d226cabeef709c732f8e1","686e313fb7644afb602703a4","66bb2110c5672f09961feed2","","","[0]","","","","mental_health","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39169","","","{""depression_episodes"":""more than 5"",""depression_recent"":""Currently experiencing an episode""}","survey-multi-choice","13","275355","0.0-7.0-2.0-0.0","160","1","2025-07-09 09:10:55","7701e855f2ef39aa3fd6c71abdc6918a","105.245.36.208","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Safari/537.36","WebKit","Chrome","138.0.0.0","Linux","","https://app.prolific.com/","en-ZA,en-US;q=0.9,en-GB;q=0.8,en;q=0.7","66bb2110c5672f09961feed2","686d226cabeef709c732f8e1","686e313fb7644afb602703a4","66bb2110c5672f09961feed2","2025-07-09T09:15:32.347Z","","[0,1]","","","3","mental_health","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
